participant_id,trial_num,phase,rotation_angle,trial_type,ref_object,comp_object,object_identity,response,correct_response,correct,rt_ms
20260403_191845,1,main,90,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1296.1
20260403_191845,2,main,180,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1734.69
20260403_191845,3,main,180,different,10cube_A,10cube_A_mirror,10cube_A,same,different,0,1255.42
20260403_191845,4,main,270,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1938.56
20260403_191845,5,main,90,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,624.4
20260403_191845,6,main,0,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,862.31
20260403_191845,7,main,270,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,2627.71
20260403_191845,8,main,270,same,10cube_A,10cube_A,10cube_A,different,same,0,1432.53
20260403_191845,9,main,270,same,8cube_B,8cube_B,8cube_B,same,same,1,2584.05
20260403_191845,10,main,180,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,2075.69
20260403_191845,11,main,90,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1707.23
20260403_191845,12,main,90,same,10cube_A,10cube_A,10cube_A,same,same,1,998.87
20260403_191845,13,main,180,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,1680.2
20260403_191845,14,main,180,same,8cube_B,8cube_B,8cube_B,same,same,1,1288.5
20260403_191845,15,main,270,different,8cube_B_mirror,8cube_B,8cube_B_mirror,same,different,0,1946.73
20260403_191845,16,main,0,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1416.84
20260403_191845,17,main,0,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1028.6
20260403_191845,18,main,90,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,944.71
20260403_191845,19,main,270,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,2148.22
20260403_191845,20,main,180,same,10cube_A,10cube_A,10cube_A,same,same,1,2119.16
20260403_191845,21,main,180,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,747.05
20260403_191845,22,main,0,same,10cube_A,10cube_A,10cube_A,same,same,1,1409.04
20260403_191845,23,main,0,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1262.25
20260403_191845,24,main,270,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,2837.02
20260403_191845,25,main,90,same,8cube_B,8cube_B,8cube_B,same,same,1,1120.76
20260403_191845,26,main,180,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,2144.15
20260403_191845,27,main,90,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1296.35
20260403_191845,28,main,270,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,2023.39
20260403_191845,29,main,0,same,8cube_B,8cube_B,8cube_B,same,same,1,837.0
20260403_191845,30,main,90,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1028.75
20260403_191845,31,main,0,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1122.51
20260403_191845,32,main,0,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,707.08
