participant_id,trial_num,phase,rotation_angle,trial_type,ref_object,comp_object,object_identity,response,correct_response,correct,rt_ms
20260403_161341,1,main,90,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1213.53
20260403_161341,2,main,180,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,929.2
20260403_161341,3,main,180,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,826.15
20260403_161341,4,main,270,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,759.97
20260403_161341,5,main,90,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1031.32
20260403_161341,6,main,0,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,930.25
20260403_161341,7,main,270,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1474.42
20260403_161341,8,main,270,same,10cube_A,10cube_A,10cube_A,same,same,1,1710.02
20260403_161341,9,main,270,same,8cube_B,8cube_B,8cube_B,same,same,1,1150.05
20260403_161341,10,main,180,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1232.64
20260403_161341,11,main,90,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1233.49
20260403_161341,12,main,90,same,10cube_A,10cube_A,10cube_A,same,same,1,1557.1
20260403_161341,13,main,180,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,1448.42
20260403_161341,14,main,180,same,8cube_B,8cube_B,8cube_B,same,same,1,2398.47
20260403_161341,15,main,270,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1268.04
20260403_161341,16,main,0,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1623.53
20260403_161341,17,main,0,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1408.31
20260403_161341,18,main,90,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,2052.05
20260403_161341,19,main,270,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1668.77
20260403_161341,20,main,180,same,10cube_A,10cube_A,10cube_A,different,same,0,1608.62
20260403_161341,21,main,180,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1455.59
20260403_161341,22,main,0,same,10cube_A,10cube_A,10cube_A,same,same,1,1755.59
20260403_161341,23,main,0,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1656.61
20260403_161341,24,main,270,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,2195.35
20260403_161341,25,main,90,same,8cube_B,8cube_B,8cube_B,same,same,1,3158.78
20260403_161341,26,main,180,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,different,same,0,3449.35
20260403_161341,27,main,90,different,10cube_A_mirror,10cube_A,10cube_A_mirror,same,different,0,1981.53
20260403_161341,28,main,270,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1233.39
20260403_161341,29,main,0,same,8cube_B,8cube_B,8cube_B,same,same,1,1405.94
20260403_161341,30,main,90,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,different,same,0,3349.24
20260403_161341,31,main,0,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,2541.02
20260403_161341,32,main,0,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1349.67
