participant_id,trial_num,phase,rotation_angle,trial_type,ref_object,comp_object,object_identity,response,correct_response,correct,rt_ms
20260403_162438,1,main,0,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,2266.65
20260403_162438,2,main,180,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,9506.45
20260403_162438,3,main,270,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,2194.74
20260403_162438,4,main,180,same,8cube_B,8cube_B,8cube_B,same,same,1,2126.82
20260403_162438,5,main,90,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,826.8
20260403_162438,6,main,180,same,10cube_A,10cube_A,10cube_A,same,same,1,2295.7
20260403_162438,7,main,90,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1217.33
20260403_162438,8,main,180,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,999.09
20260403_162438,9,main,180,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1433.24
20260403_162438,10,main,90,same,8cube_B,8cube_B,8cube_B,same,same,1,2562.64
20260403_162438,11,main,270,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1405.85
20260403_162438,12,main,180,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1299.95
20260403_162438,13,main,270,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1638.83
20260403_162438,14,main,90,same,8cube_B_mirror,8cube_B_mirror,8cube_B_mirror,same,same,1,1517.08
20260403_162438,15,main,0,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1014.15
20260403_162438,16,main,270,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1708.06
20260403_162438,17,main,90,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,1534.49
20260403_162438,18,main,90,same,10cube_A,10cube_A,10cube_A,different,same,0,5185.08
20260403_162438,19,main,90,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,2923.85
20260403_162438,20,main,270,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,1931.07
20260403_162438,21,main,90,different,10cube_A_mirror,10cube_A,10cube_A_mirror,different,different,1,1507.77
20260403_162438,22,main,0,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,1859.45
20260403_162438,23,main,270,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,814.6
20260403_162438,24,main,270,same,10cube_A,10cube_A,10cube_A,same,same,1,4207.71
20260403_162438,25,main,0,different,10cube_A,10cube_A_mirror,10cube_A,different,different,1,1383.42
20260403_162438,26,main,0,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,1672.58
20260403_162438,27,main,180,different,8cube_B,8cube_B_mirror,8cube_B,different,different,1,5374.72
20260403_162438,28,main,180,same,10cube_A_mirror,10cube_A_mirror,10cube_A_mirror,same,same,1,1927.44
20260403_162438,29,main,0,same,8cube_B,8cube_B,8cube_B,same,same,1,1248.94
20260403_162438,30,main,0,same,10cube_A,10cube_A,10cube_A,same,same,1,1251.13
20260403_162438,31,main,270,same,8cube_B,8cube_B,8cube_B,different,same,0,1509.83
20260403_162438,32,main,0,different,8cube_B_mirror,8cube_B,8cube_B_mirror,different,different,1,876.05
