"participant_id","trial_num","phase","rotation_angle","trial_type","ref_object","comp_object","object_identity","response","correct_response","correct","rt_ms","sex","gaming_hrs_week","gaming_group"
"20260403_182246",29,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,9061.28,"F",1,"Low"
"20260403_182246",30,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,9004.48,"F",1,"Low"
"20260403_182246",31,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,4893.02,"F",1,"Low"
"20260403_182246",32,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,7739.18,"F",1,"Low"
"20260403_183213",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,9512.94,"F",2,"Low"
"20260403_183213",2,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,35159.04,"F",2,"Low"
"20260403_183213",3,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,8566.69,"F",2,"Low"
"20260403_183213",4,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,19787.16,"F",2,"Low"
"20260403_183213",5,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,58802.31,"F",2,"Low"
"20260403_183213",6,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,21646.08,"F",2,"Low"
"20260403_183213",7,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,13121.4,"F",2,"Low"
"20260403_183213",8,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,18139.82,"F",2,"Low"
"20260403_183213",9,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,12368.59,"F",2,"Low"
"20260403_183213",10,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,25683.27,"F",2,"Low"
"20260403_183213",11,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,10560.94,"F",2,"Low"
"20260403_183213",12,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,8234.25,"F",2,"Low"
"20260403_183213",13,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,55085.74,"F",2,"Low"
"20260403_183213",14,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","same","different",0,25576.36,"F",2,"Low"
"20260403_183213",15,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,48938.67,"F",2,"Low"
"20260403_183213",16,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,26888.03,"F",2,"Low"
"20260403_183213",17,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,25099.74,"F",2,"Low"
"20260403_183213",18,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,11350.24,"F",2,"Low"
"20260403_183213",19,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,28482.73,"F",2,"Low"
"20260403_183213",20,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,8541.28,"F",2,"Low"
"20260403_183213",21,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,9879.37,"F",2,"Low"
"20260403_183213",22,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","same","different",0,19181.17,"F",2,"Low"
"20260403_183213",23,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,13373.52,"F",2,"Low"
"20260403_183213",24,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,21198.86,"F",2,"Low"
"20260403_183213",25,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,35232.81,"F",2,"Low"
"20260403_183213",26,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,6062.67,"F",2,"Low"
"20260403_183213",27,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,13631.98,"F",2,"Low"
"20260403_183213",28,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,5563.27,"F",2,"Low"
"20260403_183213",29,"main",270,"same","10cube_A","10cube_A","10cube_A","same","same",1,9449.81,"F",2,"Low"
"20260403_183213",30,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,33197.2,"F",2,"Low"
"20260403_183213",31,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,10092.99,"F",2,"Low"
"20260403_183213",32,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,7122.3,"F",2,"Low"
"20260403_184943",1,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","same","different",0,6279.49,"M",5,"High"
"20260403_184943",2,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,8510.5,"M",5,"High"
"20260403_184943",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,4845.58,"M",5,"High"
"20260403_184943",4,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,26993.95,"M",5,"High"
"20260403_184943",5,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2437.71,"M",5,"High"
"20260403_184943",6,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,28151.73,"M",5,"High"
"20260403_184943",7,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,31077.95,"M",5,"High"
"20260403_184943",8,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,8304.09,"M",5,"High"
"20260403_184943",9,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2911.72,"M",5,"High"
"20260403_184943",10,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,13448.31,"M",5,"High"
"20260403_184943",11,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,11629.18,"M",5,"High"
"20260403_184943",12,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2289.67,"M",5,"High"
"20260403_184943",13,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,17741.48,"M",5,"High"
"20260403_184943",14,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,4793.87,"M",5,"High"
"20260403_184943",15,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,1699.71,"M",5,"High"
"20260403_184943",16,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,2199.77,"M",5,"High"
"20260403_184943",17,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,962.09,"M",5,"High"
"20260403_184943",18,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,3986.91,"M",5,"High"
"20260403_184943",19,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,6753.96,"M",5,"High"
"20260403_184943",20,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,3526.82,"M",5,"High"
"20260403_184943",21,"main",270,"same","10cube_A","10cube_A","10cube_A","same","same",1,3566.84,"M",5,"High"
"20260403_184943",22,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,3825.34,"M",5,"High"
"20260403_184943",23,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2157.2,"M",5,"High"
"20260403_184943",24,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,849.92,"M",5,"High"
"20260403_184943",25,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,845.48,"M",5,"High"
"20260403_184943",26,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,6948.36,"M",5,"High"
"20260403_184943",27,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,7618.89,"M",5,"High"
"20260403_184943",28,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2298.61,"M",5,"High"
"20260403_184943",29,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,18477.79,"M",5,"High"
"20260403_184943",30,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2706,"M",5,"High"
"20260403_184943",31,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,4269.16,"M",5,"High"
"20260403_184943",32,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,3016.64,"M",5,"High"
"20260403_185512",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1732.46,"M",2,"Low"
"20260403_185512",2,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1910.48,"M",2,"Low"
"20260403_185512",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,2319.73,"M",2,"Low"
"20260403_185512",4,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2418.72,"M",2,"Low"
"20260403_185512",5,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1552.2,"M",2,"Low"
"20260403_185512",6,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1376.8,"M",2,"Low"
"20260403_185512",7,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,3280.17,"M",2,"Low"
"20260403_185512",8,"main",270,"same","10cube_A","10cube_A","10cube_A","same","same",1,2232.69,"M",2,"Low"
"20260403_185512",9,"main",270,"same","8cube_B","8cube_B","8cube_B","different","same",0,2052.49,"M",2,"Low"
"20260403_185512",10,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2043.54,"M",2,"Low"
"20260403_185512",11,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1388.12,"M",2,"Low"
"20260403_185512",12,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,1081.32,"M",2,"Low"
"20260403_185512",13,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1107.48,"M",2,"Low"
"20260403_185512",14,"main",180,"same","8cube_B","8cube_B","8cube_B","different","same",0,1212.31,"M",2,"Low"
"20260403_185512",15,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,2159.52,"M",2,"Low"
"20260403_185512",16,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1171.83,"M",2,"Low"
"20260403_185512",17,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,928.58,"M",2,"Low"
"20260403_185512",18,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1648.95,"M",2,"Low"
"20260403_185512",19,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,1942.09,"M",2,"Low"
"20260403_185512",20,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,1724.75,"M",2,"Low"
"20260403_185512",21,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1400.96,"M",2,"Low"
"20260403_185512",22,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,801.05,"M",2,"Low"
"20260403_185512",23,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,1272.98,"M",2,"Low"
"20260403_185512",24,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2269.7,"M",2,"Low"
"20260403_185512",25,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,1214.51,"M",2,"Low"
"20260403_185512",26,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2562.4,"M",2,"Low"
"20260403_185512",27,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,1457.48,"M",2,"Low"
"20260403_185512",28,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,2871.18,"M",2,"Low"
"20260403_185512",29,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,1253.32,"M",2,"Low"
"20260403_185512",30,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2257.16,"M",2,"Low"
"20260403_185512",31,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,874.1,"M",2,"Low"
"20260403_185512",32,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,876.73,"M",2,"Low"
"20260403_190134",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,454.11,"F",6,"High"
"20260403_190134",2,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,2501.63,"F",6,"High"
"20260403_190134",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2177.8,"F",6,"High"
"20260403_190134",4,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,3006.25,"F",6,"High"
"20260403_190134",5,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2996.29,"F",6,"High"
"20260403_190134",6,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1389.51,"F",6,"High"
"20260403_190134",7,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,3614.38,"F",6,"High"
"20260403_190134",8,"main",270,"same","10cube_A","10cube_A","10cube_A","different","same",0,2642.2,"F",6,"High"
"20260403_190134",9,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,1720.08,"F",6,"High"
"20260403_190134",10,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2527.65,"F",6,"High"
"20260403_190134",11,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,2695.26,"F",6,"High"
"20260403_190134",12,"main",90,"same","10cube_A","10cube_A","10cube_A","different","same",0,1735.45,"F",6,"High"
"20260403_190134",13,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,3004.16,"F",6,"High"
"20260403_190134",14,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,2640.04,"F",6,"High"
"20260403_190134",15,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,3745.2,"F",6,"High"
"20260403_190134",16,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1848.96,"F",6,"High"
"20260403_190134",17,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1701.09,"F",6,"High"
"20260403_190134",18,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2557.55,"F",6,"High"
"20260403_190134",19,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2513.87,"F",6,"High"
"20260403_190134",20,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,2305.85,"F",6,"High"
"20260403_190134",21,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,2366.88,"F",6,"High"
"20260403_190134",22,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,1502.07,"F",6,"High"
"20260403_190134",23,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2084.28,"F",6,"High"
"20260403_190134",24,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2461.27,"F",6,"High"
"20260403_190134",25,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,2703.52,"F",6,"High"
"20260403_190134",26,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,3731.82,"F",6,"High"
"20260403_190134",27,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2194.03,"F",6,"High"
"20260403_190134",28,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,3378.21,"F",6,"High"
"20260403_190134",29,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,1046.62,"F",6,"High"
"20260403_190134",30,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,972.45,"F",6,"High"
"20260403_190134",31,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1602.45,"F",6,"High"
"20260403_190134",32,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,1821.66,"F",6,"High"
"20260403_191027",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,3303.24,"M",4,"Low"
"20260403_191027",2,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","same","different",0,3003.31,"M",4,"Low"
"20260403_191027",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,4782.97,"M",4,"Low"
"20260403_191027",4,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,1455.83,"M",4,"Low"
"20260403_191027",5,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2942.66,"M",4,"Low"
"20260403_191027",6,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2648.84,"M",4,"Low"
"20260403_191027",7,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,4073.24,"M",4,"Low"
"20260403_191027",8,"main",270,"same","10cube_A","10cube_A","10cube_A","same","same",1,2667.2,"M",4,"Low"
"20260403_191027",9,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,3795.91,"M",4,"Low"
"20260403_191027",10,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2829.13,"M",4,"Low"
"20260403_191027",11,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,2797.17,"M",4,"Low"
"20260403_191027",12,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,2583.44,"M",4,"Low"
"20260403_191027",13,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,3633.94,"M",4,"Low"
"20260403_191027",14,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,3318.9,"M",4,"Low"
"20260403_191027",15,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,5008.14,"M",4,"Low"
"20260403_191027",16,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2956.69,"M",4,"Low"
"20260403_191027",17,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1707.25,"M",4,"Low"
"20260403_191027",18,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2491.25,"M",4,"Low"
"20260403_191027",19,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,3042.17,"M",4,"Low"
"20260403_191027",20,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,4010.12,"M",4,"Low"
"20260403_191027",21,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1499.18,"M",4,"Low"
"20260403_191027",22,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,2530.18,"M",4,"Low"
"20260403_191027",23,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2986.62,"M",4,"Low"
"20260403_191027",24,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,3227.11,"M",4,"Low"
"20260403_191027",25,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,2495.14,"M",4,"Low"
"20260403_191027",26,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","different","same",0,2288.86,"M",4,"Low"
"20260403_191027",27,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2456.16,"M",4,"Low"
"20260403_191027",28,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","same","different",0,4832.46,"M",4,"Low"
"20260403_191027",29,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,1924.83,"M",4,"Low"
"20260403_191027",30,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2611.19,"M",4,"Low"
"20260403_191027",31,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,2145.2,"M",4,"Low"
"20260403_191027",32,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2902.74,"M",4,"Low"
"20260403_191845",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1296.1,"M",9,"High"
"20260403_191845",2,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1734.69,"M",9,"High"
"20260403_191845",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,1255.42,"M",9,"High"
"20260403_191845",4,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,1938.56,"M",9,"High"
"20260403_191845",5,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,624.4,"M",9,"High"
"20260403_191845",6,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,862.31,"M",9,"High"
"20260403_191845",7,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,2627.71,"M",9,"High"
"20260403_191845",8,"main",270,"same","10cube_A","10cube_A","10cube_A","different","same",0,1432.53,"M",9,"High"
"20260403_191845",9,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,2584.05,"M",9,"High"
"20260403_191845",10,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2075.69,"M",9,"High"
"20260403_191845",11,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1707.23,"M",9,"High"
"20260403_191845",12,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,998.87,"M",9,"High"
"20260403_191845",13,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1680.2,"M",9,"High"
"20260403_191845",14,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,1288.5,"M",9,"High"
"20260403_191845",15,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","same","different",0,1946.73,"M",9,"High"
"20260403_191845",16,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1416.84,"M",9,"High"
"20260403_191845",17,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1028.6,"M",9,"High"
"20260403_191845",18,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,944.71,"M",9,"High"
"20260403_191845",19,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2148.22,"M",9,"High"
"20260403_191845",20,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,2119.16,"M",9,"High"
"20260403_191845",21,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,747.05,"M",9,"High"
"20260403_191845",22,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,1409.04,"M",9,"High"
"20260403_191845",23,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,1262.25,"M",9,"High"
"20260403_191845",24,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2837.02,"M",9,"High"
"20260403_191845",25,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,1120.76,"M",9,"High"
"20260403_191845",26,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2144.15,"M",9,"High"
"20260403_191845",27,"main",90,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,1296.35,"M",9,"High"
"20260403_191845",28,"main",270,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,2023.39,"M",9,"High"
"20260403_191845",29,"main",0,"same","8cube_B","8cube_B","8cube_B","same","same",1,837,"M",9,"High"
"20260403_191845",30,"main",90,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,1028.75,"M",9,"High"
"20260403_191845",31,"main",0,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1122.51,"M",9,"High"
"20260403_191845",32,"main",0,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,707.08,"M",9,"High"
"20260403_192603",1,"main",90,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,1695.65,"F",3,"Low"
"20260403_192603",2,"main",180,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,2635.05,"F",3,"Low"
"20260403_192603",3,"main",180,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1884.5,"F",3,"Low"
"20260403_192603",4,"main",270,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,2472.44,"F",3,"Low"
"20260403_192603",5,"main",90,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1270.31,"F",3,"Low"
"20260403_192603",6,"main",0,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1144.86,"F",3,"Low"
"20260403_192603",7,"main",270,"different","10cube_A","10cube_A_mirror","10cube_A","same","different",0,3565.31,"F",3,"Low"
"20260403_192603",8,"main",270,"same","10cube_A","10cube_A","10cube_A","same","same",1,2244.24,"F",3,"Low"
"20260403_192603",9,"main",270,"same","8cube_B","8cube_B","8cube_B","same","same",1,2076.9,"F",3,"Low"
"20260403_192603",10,"main",180,"different","10cube_A_mirror","10cube_A","10cube_A_mirror","different","different",1,3216.95,"F",3,"Low"
"20260403_192603",11,"main",90,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1983.13,"F",3,"Low"
"20260403_192603",12,"main",90,"same","10cube_A","10cube_A","10cube_A","same","same",1,1805.63,"F",3,"Low"
"20260403_192603",13,"main",180,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2079.99,"F",3,"Low"
"20260403_192603",14,"main",180,"same","8cube_B","8cube_B","8cube_B","same","same",1,2053.2,"F",3,"Low"
"20260403_192603",15,"main",270,"different","8cube_B_mirror","8cube_B","8cube_B_mirror","different","different",1,3817.67,"F",3,"Low"
"20260403_192603",16,"main",0,"different","10cube_A","10cube_A_mirror","10cube_A","different","different",1,1363.01,"F",3,"Low"
"20260403_192603",17,"main",0,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1627.69,"F",3,"Low"
"20260403_192603",18,"main",90,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,1646.59,"F",3,"Low"
"20260403_192603",19,"main",270,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2977.93,"F",3,"Low"
"20260403_192603",20,"main",180,"same","10cube_A","10cube_A","10cube_A","same","same",1,1525.34,"F",3,"Low"
"20260403_192603",21,"main",180,"different","8cube_B","8cube_B_mirror","8cube_B","different","different",1,1509.72,"F",3,"Low"
"20260403_192603",22,"main",0,"same","10cube_A","10cube_A","10cube_A","same","same",1,965.83,"F",3,"Low"
"20260403_192603",23,"main",0,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,1332.63,"F",3,"Low"
"20260403_192603",24,"main",270,"same","10cube_A_mirror","10cube_A_mirror","10cube_A_mirror","same","same",1,2127.3,"F",3,"Low"
"20260403_192603",25,"main",90,"same","8cube_B","8cube_B","8cube_B","same","same",1,1105.06,"F",3,"Low"
"20260403_192603",26,"main",180,"same","8cube_B_mirror","8cube_B_mirror","8cube_B_mirror","same","same",1,2230.36,"F",3,"Low"
